FixStart	FixEnd	FixDur	XPos	YPos	FlankedByDataLoss	Fraction Interpolated	WeightCutoff	RMSxy	BCEA	FixRangeX	FixRangeY	Participant	Trial
454097.222	454287.243	193.385	395.804	252.105	1.000	0.017	0.999	1.030	3.533	4.479	3.221	Infant100	data
454337.191	454410.531	76.705	440.594	401.940	1.000	0.348	0.999	0.723	1.074	0.965	2.213	Infant100	data
454557.229	454637.185	83.310	941.168	358.401	1.000	0.200	0.999	1.174	3.546	3.170	3.679	Infant100	data
454760.474	454873.801	116.685	1110.097	428.572	1.000	0.000	0.999	0.852	1.537	2.006	2.314	Infant100	data
454897.201	455377.029	483.192	904.010	449.477	0.000	0.007	0.999	0.873	1.827	2.928	4.812	Infant100	data
455413.760	455590.352	179.954	687.924	814.733	1.000	0.056	0.999	1.904	2.963	1.549	6.855	Infant100	data
455620.363	456140.289	523.284	383.001	878.428	0.000	0.013	0.999	0.652	0.745	1.520	3.347	Infant100	data
456196.944	457066.803	873.225	367.029	132.576	1.000	0.000	0.999	0.510	1.170	1.849	3.538	Infant100	data
457076.882	457353.458	279.951	376.057	176.641	0.000	0.000	0.999	0.470	0.716	1.602	2.664	Infant100	data
457376.772	457530.078	156.651	377.676	281.843	0.000	0.000	0.999	0.483	0.484	1.319	1.257	Infant100	data
457550.110	457840.036	293.275	376.310	226.537	0.000	0.000	0.999	0.561	0.595	1.532	1.562	Infant100	data
457903.406	458093.338	193.277	1221.391	302.722	0.000	0.293	0.999	0.807	1.552	2.235	2.662	Infant100	data
458123.330	458376.626	256.659	1396.087	220.174	0.000	0.000	0.999	0.430	0.596	1.392	1.610	Infant100	data
458410.004	459249.846	843.201	922.334	426.072	0.000	0.012	0.999	1.013	2.628	3.479	4.251	Infant100	data
464562.399	464645.789	86.667	236.181	770.344	1.000	0.192	0.999	1.034	1.046	1.334	3.024	Infant100	data
464715.779	464915.696	203.259	240.233	722.273	1.000	0.016	0.999	1.054	2.025	1.623	3.785	Infant100	data
464985.667	465462.343	479.938	1002.021	393.254	0.000	0.021	0.999	0.853	1.861	3.656	3.979	Infant100	data
469874.997	470331.665	459.926	946.888	430.875	0.000	0.145	0.999	1.201	3.148	3.039	4.198	Infant100	data
470668.264	471491.425	826.516	932.186	477.567	1.000	0.181	0.999	1.174	3.156	3.143	5.101	Infant100	data
474021.056	474167.721	150.028	464.336	249.473	1.000	0.022	0.999	0.703	1.638	1.861	2.539	Infant100	data
474187.769	474470.960	286.554	380.031	255.964	0.000	0.000	0.999	0.468	0.566	1.281	1.902	Infant100	data
474500.987	474730.980	233.352	852.655	437.290	0.000	0.000	0.999	1.010	2.218	3.194	4.315	Infant100	data
474747.662	475330.861	586.552	935.641	441.257	0.000	0.068	0.999	1.097	3.251	3.538	4.441	Infant100	data
481896.639	482253.188	359.897	1357.143	745.586	1.000	0.204	0.999	1.744	6.093	3.511	4.941	Infant100	data
484132.979	484316.286	186.666	1503.414	188.043	0.000	0.000	0.999	0.512	0.497	1.239	1.255	Infant100	data
484322.889	484669.586	349.952	1476.526	203.328	1.000	0.000	0.999	0.310	0.377	1.148	1.266	Infant100	data
486952.513	487269.181	320.026	879.321	224.499	1.000	0.260	0.999	0.973	1.698	2.818	2.353	Infant100	data
488978.902	489232.215	256.650	1017.159	1083.575	1.000	0.026	0.999	0.730	1.324	2.084	2.589	Infant100	data
489262.223	489462.202	203.369	934.018	374.100	0.000	0.295	0.999	0.954	3.244	3.458	3.222	Infant100	data
