FixStart	FixEnd	FixDur	XPos	YPos	FlankedByDataLoss	Fraction Interpolated	WeightCutoff	RMSxy	BCEA	FixRangeX	FixRangeY	Participant	Trial
389474.992	389961.546	489.916	430.367	882.658	0.000	0.000	1.042	0.281	0.431	1.406	1.270	Adult115	data
389981.594	390308.229	329.901	408.822	871.781	0.000	0.000	1.042	0.241	0.159	0.761	0.818	Adult115	data
390364.893	390548.085	186.576	895.448	512.375	0.000	0.000	1.042	0.301	0.388	0.821	1.342	Adult115	data
390574.850	390724.789	153.291	1050.384	501.373	0.000	0.000	1.042	0.323	0.261	0.789	0.731	Adult115	data
390748.075	390898.132	153.323	1104.961	506.310	0.000	0.000	1.042	0.452	0.519	1.499	1.366	Adult115	data
390914.741	391081.440	169.943	1040.235	513.880	0.000	0.000	1.042	0.353	0.401	1.173	1.074	Adult115	data
391108.080	391398.000	293.280	822.943	546.397	0.000	0.000	1.042	0.426	0.274	0.767	1.117	Adult115	data
391418.045	391604.613	189.922	921.586	531.855	0.000	0.000	1.042	0.353	0.270	0.830	1.115	Adult115	data
391628.006	392457.862	833.221	1007.303	521.101	0.000	0.000	1.042	0.359	0.522	1.880	1.118	Adult115	data
392477.806	392784.508	309.969	844.991	535.718	0.000	0.000	1.042	0.428	0.382	1.079	1.674	Adult115	data
392811.153	393227.713	419.923	1012.329	521.346	0.000	0.000	1.042	0.359	0.270	1.071	1.233	Adult115	data
393251.030	393701.048	453.278	956.458	531.976	0.000	0.000	1.042	0.365	0.301	1.208	1.003	Adult115	data
393727.702	393964.310	239.967	829.442	551.853	0.000	0.000	1.042	0.534	0.449	0.719	2.078	Adult115	data
393994.323	394317.597	326.527	1095.012	520.336	0.000	0.000	1.042	0.349	0.256	0.952	0.935	Adult115	data
394340.879	395214.096	876.575	1006.918	529.666	1.000	0.000	1.042	0.349	0.331	1.140	1.323	Adult115	data
395447.354	395687.341	243.323	847.533	556.348	1.000	0.000	1.042	0.428	0.433	0.999	1.404	Adult115	data
395710.720	395894.019	186.667	921.337	542.543	0.000	0.000	1.042	0.335	0.317	1.039	1.031	Adult115	data
395917.316	396633.884	719.897	1026.434	538.939	0.000	0.000	1.042	0.385	0.466	1.444	1.534	Adult115	data
396657.185	396900.484	246.663	1084.327	525.395	0.000	0.000	1.042	0.391	0.416	1.157	1.009	Adult115	data
396923.893	397543.810	623.170	1010.493	524.694	0.000	0.000	1.042	0.376	0.530	1.713	1.367	Adult115	data
397567.098	398003.698	439.957	856.490	542.083	0.000	0.000	1.042	0.411	0.329	0.971	1.318	Adult115	data
398643.559	398763.578	123.382	793.581	506.465	0.000	0.000	1.042	0.357	0.279	0.584	1.141	Adult115	data
398783.539	399086.863	306.678	815.521	551.986	0.000	0.000	1.042	0.429	0.546	1.159	1.283	Adult115	data
399106.903	399363.457	259.904	952.692	545.913	0.000	0.000	1.042	0.411	0.485	1.278	1.114	Adult115	data
399380.131	400446.625	1069.834	998.155	533.849	0.000	0.000	1.042	0.378	0.619	1.883	1.624	Adult115	data
400470.010	400736.631	269.979	862.916	536.513	0.000	0.000	1.042	0.471	0.382	0.784	1.402	Adult115	data
400759.924	400939.883	183.309	966.257	521.313	0.000	0.000	1.042	0.383	0.280	0.871	0.916	Adult115	data
400959.912	401369.862	413.312	1017.975	517.905	0.000	0.000	1.042	0.354	0.270	1.124	1.438	Adult115	data
401389.806	401656.434	269.963	1072.737	517.164	0.000	0.000	1.042	0.364	0.268	0.877	1.009	Adult115	data
401679.818	402083.053	406.593	1006.270	520.714	0.000	0.000	1.042	0.376	0.299	1.554	0.968	Adult115	data
402106.350	402389.649	286.659	885.616	540.908	0.000	0.000	1.042	0.403	0.424	1.358	1.341	Adult115	data
402409.690	402986.266	579.936	848.521	530.583	0.000	0.000	1.042	0.445	0.572	1.224	1.781	Adult115	data
403012.914	403392.860	383.299	1033.768	518.610	0.000	0.000	1.042	0.342	0.298	1.089	1.104	Adult115	data
403419.512	403959.466	543.313	974.139	522.733	0.000	0.000	1.042	0.405	0.420	1.248	1.369	Adult115	data
404176.031	404572.653	399.985	867.667	547.945	1.000	0.000	1.042	0.391	0.687	1.326	2.411	Adult115	data
404596.057	405159.307	566.505	995.214	544.255	0.000	0.000	1.042	0.373	0.544	1.572	1.273	Adult115	data
405179.237	405459.189	283.300	1072.770	533.972	0.000	0.000	1.042	0.322	0.238	0.821	1.026	Adult115	data
405479.213	405759.173	283.318	995.291	527.307	0.000	0.000	1.042	0.332	0.220	0.821	0.890	Adult115	data
405782.455	406465.751	686.568	970.956	499.907	0.000	0.000	1.042	0.323	0.388	1.735	1.171	Adult115	data
406512.338	406662.384	153.320	1541.205	829.464	0.000	0.000	1.042	0.751	0.857	1.104	2.575	Adult115	data
406679.075	407435.589	759.864	1593.765	863.222	0.000	0.000	1.042	0.385	0.416	1.390	2.591	Adult115	data
407492.239	407865.484	376.595	962.367	529.733	0.000	0.000	1.042	0.430	0.364	1.064	1.548	Adult115	data
407888.875	408472.051	586.539	1009.333	516.423	0.000	0.000	1.042	0.367	0.243	1.082	1.426	Adult115	data
408522.112	409368.578	849.801	397.777	278.653	0.000	0.000	1.042	0.294	0.234	0.958	1.083	Adult115	data
409421.964	409691.944	273.249	1012.266	503.312	0.000	0.000	1.042	0.507	0.736	1.808	2.230	Adult115	data
409711.870	410461.794	753.283	967.177	494.145	0.000	0.000	1.042	0.423	0.396	1.523	1.697	Adult115	data
410528.431	411155.044	629.884	414.857	877.963	0.000	0.000	1.042	0.307	0.297	1.444	0.956	Adult115	data
411188.325	411378.331	193.367	437.374	881.672	0.000	0.000	1.042	0.281	0.203	0.675	1.008	Adult115	data
411428.289	411578.322	153.286	931.483	567.466	0.000	0.000	1.042	0.399	0.253	0.931	0.799	Adult115	data
411594.904	411988.161	396.632	967.048	529.927	0.000	0.000	1.042	0.384	0.283	0.912	1.674	Adult115	data
412008.197	412478.178	473.224	1018.912	516.888	0.000	0.000	1.042	0.356	0.253	1.096	0.918	Adult115	data
412531.481	413391.354	863.237	438.908	297.533	0.000	0.000	1.042	0.278	0.193	0.948	1.037	Adult115	data
413437.936	413897.945	463.259	957.853	497.034	0.000	0.000	1.042	0.426	0.557	1.580	1.306	Adult115	data
413921.222	414484.480	566.615	1021.838	510.208	0.000	0.000	1.042	0.412	0.425	1.258	2.044	Adult115	data
414527.816	414941.124	416.668	1567.319	823.428	0.000	0.000	1.042	0.838	1.013	1.815	2.613	Adult115	data
414957.698	415227.688	273.338	1590.958	863.629	0.000	0.000	1.042	0.342	0.208	0.971	1.089	Adult115	data
415281.090	416450.803	1173.085	981.088	519.551	0.000	0.000	1.042	0.368	0.479	1.770	1.591	Adult115	data
416504.207	416627.510	126.655	1542.987	786.818	0.000	0.000	1.042	0.897	1.680	1.409	2.914	Adult115	data
416640.816	417280.784	643.227	1584.124	849.472	0.000	0.000	1.042	0.463	0.409	1.116	3.017	Adult115	data
417327.364	417773.938	449.928	998.907	533.237	0.000	0.000	1.042	0.342	0.325	1.170	1.225	Adult115	data
417793.974	418443.882	653.279	937.720	500.090	0.000	0.000	1.042	0.452	0.458	1.347	1.701	Adult115	data
418500.555	419087.109	589.892	421.875	854.038	0.000	0.000	1.042	0.494	0.709	1.112	3.977	Adult115	data
419340.392	420236.888	899.864	976.417	505.804	1.000	0.000	1.042	0.339	0.516	1.123	1.671	Adult115	data
420256.923	420400.258	146.693	841.725	487.669	0.000	0.000	1.042	0.364	0.277	0.778	0.876	Adult115	data
420436.893	421440.085	1006.548	429.677	301.459	0.000	0.000	1.042	0.269	0.272	1.126	1.076	Adult115	data
421480.060	421729.993	253.288	900.537	496.570	0.000	0.000	1.042	0.399	0.361	1.167	1.325	Adult115	data
421750.039	422050.028	303.239	982.300	502.080	0.000	0.000	1.042	0.396	0.273	1.058	0.968	Adult115	data
422069.974	422479.910	413.292	1017.832	502.872	0.000	0.000	1.042	0.403	0.347	1.138	1.169	Adult115	data
422529.965	423203.178	676.461	1517.257	281.889	0.000	0.000	1.042	0.334	0.231	0.998	1.064	Adult115	data
423223.115	423469.798	250.039	1554.120	273.541	0.000	0.000	1.042	0.258	0.139	0.576	0.705	Adult115	data
423516.490	424442.990	929.771	984.111	495.062	0.000	0.000	1.042	0.341	0.312	1.174	1.277	Adult115	data
424546.250	424786.208	243.310	1567.284	888.584	0.000	0.000	1.042	0.276	0.172	0.551	1.167	Adult115	data
424806.245	425019.565	216.671	1546.714	855.486	0.000	0.000	1.042	0.732	0.670	0.999	3.449	Adult115	data
425046.200	425279.470	236.621	1573.592	878.923	0.000	0.000	1.042	0.341	0.310	0.644	1.716	Adult115	data
425326.156	425466.123	143.329	1025.093	510.353	0.000	0.000	1.042	0.379	0.330	1.506	0.611	Adult115	data
425482.812	426456.004	976.444	973.094	503.472	0.000	0.000	1.042	0.312	0.248	1.020	1.124	Adult115	data
426525.990	426922.603	399.889	1575.893	849.292	0.000	0.000	1.042	0.287	0.181	1.003	0.619	Adult115	data
426935.938	427292.488	359.896	1551.138	830.683	0.000	0.000	1.042	0.671	0.849	1.270	2.318	Adult115	data
427339.166	427695.807	359.890	1008.642	513.538	0.000	0.000	1.042	0.340	0.279	1.094	0.867	Adult115	data
427715.763	428522.322	809.914	948.850	503.117	0.000	0.000	1.042	0.325	0.366	1.306	1.444	Adult115	data
428575.607	429218.842	646.561	1488.546	289.518	0.000	0.000	1.042	0.257	0.236	1.191	1.103	Adult115	data
429235.518	429378.839	146.676	1536.192	274.187	0.000	0.000	1.042	0.268	0.183	0.703	0.674	Adult115	data
429432.150	429625.524	196.621	982.258	465.103	0.000	0.000	1.042	0.258	0.175	0.767	0.835	Adult115	data
429648.817	429912.083	266.619	960.753	499.234	0.000	0.000	1.042	0.304	0.192	0.757	0.784	Adult115	data
429935.480	430422.027	489.902	1021.156	515.664	0.000	0.000	1.042	0.319	0.411	1.238	1.391	Adult115	data
430482.043	430741.953	263.259	446.277	340.211	0.000	0.000	1.042	0.220	0.142	0.615	0.651	Adult115	data
430761.976	431425.232	666.530	416.123	296.302	0.000	0.000	1.042	0.239	0.147	0.747	0.948	Adult115	data
431471.832	431785.128	316.656	921.436	514.134	0.000	0.000	1.042	0.354	0.241	0.898	0.943	Adult115	data
431808.418	432405.038	599.981	986.138	504.500	0.000	0.000	1.042	0.298	0.187	0.867	0.898	Adult115	data
432451.732	432678.369	229.914	1474.602	819.025	0.000	0.000	1.042	0.770	0.812	1.328	2.671	Adult115	data
432701.671	432824.958	126.643	1523.816	847.772	0.000	0.000	1.042	0.466	0.319	0.675	1.437	Adult115	data
432835.037	433298.286	466.519	1559.147	869.718	0.000	0.000	1.042	0.568	0.734	1.449	3.013	Adult115	data
433354.942	433714.845	363.260	995.443	539.994	0.000	0.000	1.042	0.326	0.314	1.123	0.866	Adult115	data
433738.136	434424.786	689.918	972.225	505.357	0.000	0.000	1.042	0.306	0.356	1.207	1.052	Adult115	data
434518.066	434911.331	396.628	1583.723	876.961	0.000	0.000	1.042	0.281	0.194	1.052	0.886	Adult115	data
434958.024	435124.650	169.988	1575.145	880.828	0.000	0.000	1.042	0.413	0.464	1.336	2.012	Adult115	data
435184.669	436477.790	1296.381	966.505	500.137	0.000	0.000	1.042	0.352	0.359	1.198	1.826	Adult115	data
436537.733	437407.667	873.204	403.211	876.750	0.000	0.000	1.042	0.402	0.315	1.258	2.362	Adult115	data
437460.964	437784.255	326.645	943.770	535.591	0.000	0.000	1.042	0.375	0.264	0.763	1.364	Adult115	data
437800.936	438497.462	699.869	967.084	487.311	0.000	0.000	1.042	0.402	0.372	1.501	1.554	Adult115	data
438577.506	439410.618	836.473	441.390	847.361	0.000	0.000	1.042	0.374	0.640	1.577	2.468	Adult115	data
439467.282	440443.842	979.914	968.510	505.485	0.000	0.000	1.042	0.359	0.386	1.104	1.569	Adult115	data
440500.502	441370.358	873.197	1523.740	823.710	0.000	0.000	1.042	0.839	2.071	2.370	4.156	Adult115	data
441410.315	441683.659	276.709	1019.289	522.891	0.000	0.000	1.042	0.304	0.207	0.836	0.770	Adult115	data
441703.705	442446.901	746.448	952.318	490.581	0.000	0.000	1.042	0.358	0.315	1.200	1.245	Adult115	data
442506.824	443203.421	699.958	436.539	854.141	0.000	0.000	1.042	0.331	0.212	0.977	1.128	Adult115	data
443260.081	444459.919	1203.194	974.938	516.329	0.000	0.000	1.042	0.359	0.493	1.306	2.000	Adult115	data
444503.252	444776.497	276.588	1556.477	861.798	0.000	0.000	1.042	0.930	2.072	2.446	3.527	Adult115	data
444826.534	445289.786	466.608	1565.521	869.099	0.000	0.000	1.042	0.427	0.453	1.392	1.698	Adult115	data
445299.754	445416.431	120.040	1565.519	834.154	0.000	0.000	1.042	0.962	1.226	1.523	2.449	Adult115	data
445459.765	446439.568	983.165	965.212	534.733	0.000	0.000	1.042	0.345	0.331	1.098	1.330	Adult115	data
446486.265	447349.389	866.488	434.370	305.915	0.000	0.000	1.042	0.302	0.218	1.013	1.177	Adult115	data
447429.451	448505.888	1079.797	1009.223	521.558	0.000	0.000	1.042	0.349	0.483	1.565	1.884	Adult115	data
448555.942	448882.582	329.900	457.353	301.179	0.000	0.000	1.042	0.266	0.192	0.827	0.896	Adult115	data
448902.518	449335.756	436.595	431.260	277.908	0.000	0.000	1.042	0.284	0.169	0.998	0.780	Adult115	data
449385.812	449802.360	419.917	933.907	503.278	0.000	0.000	1.042	0.345	0.323	0.903	1.366	Adult115	data
449825.664	450242.331	420.025	964.355	486.951	0.000	0.000	1.042	0.359	0.281	0.989	0.954	Adult115	data
450265.650	450478.942	216.648	1009.458	510.048	0.000	0.000	1.042	0.437	0.503	1.191	1.108	Adult115	data
450522.274	451135.586	616.563	1542.201	841.589	0.000	0.000	1.042	0.848	2.372	2.070	3.891	Adult115	data
451145.534	451402.184	259.907	1566.630	868.027	0.000	0.000	1.042	0.834	1.337	1.871	3.373	Adult115	data
451442.171	452495.318	1056.510	976.599	506.504	0.000	0.000	1.042	0.347	0.290	1.056	1.432	Adult115	data
452548.629	453105.263	559.880	418.024	318.222	0.000	0.000	1.042	0.279	0.282	1.181	0.766	Adult115	data
453165.202	453441.870	279.912	902.189	465.817	0.000	0.000	1.042	0.307	0.184	0.880	0.844	Adult115	data
453465.157	454521.671	1059.859	980.665	514.976	0.000	0.000	1.042	0.340	0.364	1.408	1.699	Adult115	data
454611.699	455048.299	439.847	1588.960	909.331	0.000	0.000	1.042	0.267	0.155	0.734	1.207	Adult115	data
455054.908	455308.200	256.657	1567.505	873.866	0.000	0.000	1.042	0.787	1.424	1.983	2.986	Adult115	data
455351.551	455531.488	183.291	1023.507	536.004	0.000	0.000	1.042	0.367	0.324	1.159	0.791	Adult115	data
455551.519	456457.984	909.818	978.839	517.259	0.000	0.000	1.042	0.377	0.327	1.136	1.171	Adult115	data
456511.403	456764.696	256.557	444.888	827.735	0.000	0.000	1.042	0.450	0.440	0.851	1.723	Adult115	data
456791.345	457231.201	443.219	430.279	873.796	0.000	0.000	1.042	0.518	0.623	1.052	2.759	Adult115	data
457287.874	458494.416	1209.792	974.634	526.035	0.000	0.000	1.042	0.335	0.522	1.547	1.723	Adult115	data
458547.716	459404.231	859.879	445.295	863.091	0.000	0.000	1.042	0.297	0.270	0.954	1.530	Adult115	data
459450.928	459977.465	529.873	942.480	500.943	0.000	0.000	1.042	0.347	0.380	0.923	1.607	Adult115	data
460000.851	460454.127	456.534	982.297	479.733	0.000	0.000	1.042	0.403	0.298	1.354	1.372	Adult115	data
460507.440	461284.012	779.837	410.979	240.748	0.000	0.000	1.042	0.302	0.336	1.219	1.433	Adult115	data
461353.992	462453.834	1103.116	969.770	487.275	0.000	0.000	1.042	0.421	0.416	2.424	1.870	Adult115	data
462500.422	462820.340	323.287	1535.655	831.092	0.000	0.000	1.042	1.076	2.065	1.444	4.056	Adult115	data
462833.694	463306.998	476.653	1575.401	872.100	0.000	0.000	1.042	0.387	0.557	1.388	3.543	Adult115	data
463370.259	463543.606	176.694	1019.824	506.956	0.000	0.000	1.042	0.366	0.345	1.095	0.915	Adult115	data
463556.931	463973.495	419.922	979.016	508.051	0.000	0.000	1.042	0.444	0.405	2.256	1.158	Adult115	data
463996.892	464473.466	479.933	1021.533	495.403	0.000	0.000	1.042	0.387	0.306	1.257	1.203	Adult115	data
464530.131	465269.962	743.187	425.578	306.305	0.000	0.000	1.042	0.292	0.191	1.022	0.799	Adult115	data
465336.702	466466.442	1133.102	981.279	509.699	0.000	0.000	1.042	0.360	0.454	1.939	1.455	Adult115	data
466503.161	466679.757	179.959	1519.799	762.689	0.000	0.000	1.042	0.904	1.537	1.871	3.023	Adult115	data
466696.444	466959.708	266.619	1543.285	822.780	0.000	0.000	1.042	0.898	1.675	1.994	2.510	Adult115	data
466979.747	467409.647	433.239	1581.843	882.820	0.000	0.000	1.042	0.457	0.519	1.215	1.952	Adult115	data
467463.039	468462.884	1003.122	981.278	522.064	0.000	0.000	1.042	0.358	0.413	1.264	1.833	Adult115	data
468502.862	469176.076	676.564	1528.111	816.775	0.000	0.000	1.042	1.090	2.849	3.144	3.755	Adult115	data
469222.769	469436.002	216.581	1033.388	526.725	0.000	0.000	1.042	0.342	0.205	0.956	1.282	Adult115	data
469459.377	470449.176	993.154	984.569	529.174	0.000	0.000	1.042	0.358	0.369	1.609	1.615	Adult115	data
470489.236	470615.897	129.897	426.896	776.770	1.000	0.000	1.042	0.562	2.384	2.142	3.362	Adult115	data
470862.477	471225.741	366.592	385.358	825.956	0.000	0.000	1.042	0.612	0.819	1.204	3.375	Adult115	data
471272.409	471965.664	696.616	966.691	545.008	0.000	0.000	1.042	0.394	0.513	1.552	1.954	Adult115	data
471985.607	472335.548	353.292	952.212	507.678	0.000	0.000	1.042	0.394	0.430	1.123	1.613	Adult115	data
472358.930	472552.224	196.635	954.028	465.832	0.000	0.000	1.042	0.549	0.540	0.979	2.061	Adult115	data
472595.540	472882.208	289.947	506.270	334.091	0.000	0.000	1.042	0.270	0.226	0.851	0.893	Adult115	data
472912.114	473075.479	166.722	932.863	434.275	0.000	0.000	1.042	0.420	0.614	1.318	1.630	Adult115	data
473085.437	473548.710	466.619	972.700	417.103	0.000	0.000	1.042	0.582	1.611	2.547	3.083	Adult115	data
473572.101	474501.961	933.123	995.335	447.067	0.000	0.000	1.042	0.545	0.953	1.724	2.352	Adult115	data
474558.616	475281.774	726.511	436.895	857.759	0.000	0.000	1.042	0.404	0.414	1.304	2.938	Adult115	data
475328.465	475521.737	196.638	938.462	473.941	0.000	0.000	1.042	0.490	0.575	1.242	1.757	Adult115	data
475545.057	476428.305	886.608	987.000	487.157	0.000	0.000	1.042	0.390	0.384	1.345	1.526	Adult115	data
476488.323	477424.791	939.832	1521.429	282.775	0.000	0.000	1.042	0.339	0.458	1.852	1.890	Adult115	data
477464.769	478461.258	999.854	975.710	461.190	0.000	0.000	1.042	0.493	0.651	1.552	2.568	Adult115	data
478514.671	479357.864	846.473	1555.978	864.559	0.000	0.000	1.042	1.031	2.276	1.985	4.464	Adult115	data
479401.200	480460.967	1063.120	966.686	486.431	0.000	0.000	1.042	0.551	0.826	1.930	2.465	Adult115	data
480514.280	481350.843	839.924	418.255	267.020	0.000	0.000	1.042	0.333	0.404	1.584	0.877	Adult115	data
481404.177	481600.779	199.961	912.996	456.819	0.000	0.000	1.042	0.308	0.193	0.653	0.943	Adult115	data
481620.822	482460.655	843.195	995.733	480.078	0.000	0.000	1.042	0.406	0.660	2.204	1.922	Adult115	data
482490.667	482723.942	236.629	1533.630	747.375	0.000	0.000	1.042	1.499	3.950	2.893	4.926	Adult115	data
482737.352	482907.325	173.245	1577.390	845.941	0.000	0.000	1.042	0.431	0.477	1.425	1.435	Adult115	data
482960.637	483287.171	329.900	1576.489	854.322	0.000	0.000	1.042	0.680	0.851	1.293	3.127	Adult115	data
483333.862	483853.791	523.272	988.338	489.924	0.000	0.000	1.042	0.452	0.416	1.128	2.689	Adult115	data
483877.177	484453.752	579.828	947.762	476.518	0.000	0.000	1.042	0.334	0.279	0.981	1.259	Adult115	data
484500.332	485093.588	596.607	430.282	262.090	0.000	0.000	1.042	0.284	0.231	1.001	0.932	Adult115	data
485116.996	485380.259	266.618	410.904	235.804	0.000	0.000	1.042	0.330	0.188	0.716	0.778	Adult115	data
485420.235	485566.911	149.951	840.602	455.691	0.000	0.000	1.042	0.615	1.290	2.124	2.223	Adult115	data
485583.493	485726.827	146.694	981.674	455.048	0.000	0.000	1.042	0.543	0.502	1.357	1.068	Adult115	data
485740.152	486480.102	743.220	973.574	497.061	0.000	0.000	1.042	0.448	0.653	1.812	2.225	Adult115	data
486526.708	487306.614	783.266	430.610	273.346	0.000	0.000	1.042	0.330	0.305	1.233	0.990	Adult115	data
487366.635	487566.627	203.255	958.790	470.620	0.000	0.000	1.042	0.430	0.408	1.486	1.589	Adult115	data
487586.559	488413.086	829.866	975.962	517.252	0.000	0.000	1.042	0.389	0.451	1.502	1.435	Adult115	data
488633.096	488676.444	46.595	436.396	331.136	0.000	0.000	1.042	0.385	0.538	0.820	1.134	Adult115	data
488693.017	489226.366	536.627	465.767	339.463	0.000	0.000	1.042	0.330	0.356	1.247	1.205	Adult115	data
489262.982	489449.649	190.016	933.811	475.677	0.000	0.000	1.042	0.391	0.394	1.185	1.088	Adult115	data
489469.579	490466.176	999.868	969.307	510.240	0.000	0.000	1.042	0.407	0.449	1.260	2.114	Adult115	data
490542.780	491292.691	753.271	1587.795	848.712	0.000	0.000	1.042	0.603	0.911	1.916	3.073	Adult115	data
491342.662	491525.951	186.638	1029.172	514.858	0.000	0.000	1.042	0.314	0.227	0.966	0.721	Adult115	data
491545.989	492462.520	919.804	959.735	512.618	0.000	0.000	1.042	0.328	0.348	1.364	1.478	Adult115	data
492515.827	493232.370	719.913	402.373	837.889	0.000	0.000	1.042	0.423	0.416	1.351	1.635	Adult115	data
493252.416	493468.999	219.922	420.119	876.648	0.000	0.000	1.042	0.429	0.338	1.043	1.385	Adult115	data
493522.279	493882.294	363.373	946.997	516.239	0.000	0.000	1.042	0.333	0.347	1.027	1.032	Adult115	data
493905.571	494445.539	543.328	981.949	491.035	0.000	0.000	1.042	0.445	0.388	1.233	2.146	Adult115	data
494495.488	495068.802	576.570	1493.375	295.587	0.000	0.000	1.042	0.336	0.234	0.986	0.895	Adult115	data
495118.756	495372.052	256.657	996.416	422.959	0.000	0.000	1.042	0.500	0.444	1.517	1.371	Adult115	data
495392.088	496495.217	1106.465	974.371	492.695	0.000	0.000	1.042	0.400	0.662	1.712	1.906	Adult115	data
496541.891	497248.474	709.944	1533.286	813.943	0.000	0.000	1.042	0.843	2.998	4.237	4.540	Adult115	data
497261.801	497411.741	153.287	1590.695	885.846	0.000	0.000	1.042	0.286	0.166	1.144	0.571	Adult115	data
497458.438	497851.703	396.623	971.006	509.468	0.000	0.000	1.042	0.473	0.425	1.044	1.629	Adult115	data
497868.390	498441.599	576.573	994.516	488.054	0.000	0.000	1.042	0.315	0.246	0.770	1.183	Adult115	data
498478.248	498634.893	159.978	1454.951	710.314	0.000	0.000	1.042	1.096	2.271	2.102	4.017	Adult115	data
498654.922	499008.214	356.652	1513.482	796.511	0.000	0.000	1.042	1.293	3.655	2.960	4.312	Adult115	data
499028.158	499411.446	386.649	1590.716	861.993	0.000	0.000	1.042	0.317	0.189	0.896	1.156	Adult115	data
499461.502	499838.082	379.931	993.787	519.471	0.000	0.000	1.042	0.369	0.300	1.043	1.734	Adult115	data
499861.375	500348.029	489.899	967.297	489.231	0.000	0.000	1.042	0.385	0.279	1.509	1.494	Adult115	data
500631.254	501344.520	716.624	440.558	871.024	0.000	0.000	1.042	0.379	0.289	1.108	1.239	Adult115	data
501377.803	501477.785	103.333	851.813	587.208	1.000	0.000	1.042	0.563	6.809	6.008	4.031	Adult115	data
501721.091	502450.976	733.240	974.986	519.677	1.000	0.000	1.042	0.370	0.572	1.817	1.767	Adult115	data
502510.990	502874.251	366.619	1592.661	923.665	0.000	0.000	1.042	0.546	1.050	1.806	3.243	Adult115	data
502917.586	503417.566	503.240	1591.980	926.732	0.000	0.000	1.042	0.281	0.250	1.142	0.893	Adult115	data
503467.510	503874.106	409.948	948.845	502.790	0.000	0.000	1.042	0.325	0.270	1.064	1.068	Adult115	data
503894.143	504480.688	589.905	976.038	477.771	0.000	0.000	1.042	0.469	0.468	1.434	2.744	Adult115	data
504530.627	505387.258	859.885	429.456	855.130	0.000	0.000	1.042	0.373	0.587	1.478	1.847	Adult115	data
505447.175	505797.222	353.303	943.284	535.992	0.000	0.000	1.042	0.432	0.371	1.014	1.312	Adult115	data
505810.470	506420.373	613.267	987.653	531.448	0.000	0.000	1.042	0.483	0.478	1.124	3.728	Adult115	data
506480.399	506807.029	329.887	425.507	323.000	0.000	0.000	1.042	0.255	0.138	0.668	0.662	Adult115	data
506826.990	507453.602	629.975	413.952	289.330	0.000	0.000	1.042	0.301	0.189	0.869	0.999	Adult115	data
507496.938	507966.804	473.225	944.251	478.903	0.000	0.000	1.042	0.416	0.518	1.596	1.420	Adult115	data
507983.482	508440.133	459.937	984.478	483.001	0.000	0.000	1.042	0.425	0.361	1.319	1.754	Adult115	data
508493.437	508836.766	346.573	1484.980	347.401	0.000	0.000	1.042	0.338	0.353	1.303	1.030	Adult115	data
508860.055	509463.277	606.582	1546.262	264.532	0.000	0.000	1.042	0.311	0.229	1.163	0.848	Adult115	data
509513.218	509799.898	290.024	932.485	497.604	0.000	0.000	1.042	0.477	0.449	1.127	1.591	Adult115	data
509823.290	510433.121	613.190	985.802	483.003	0.000	0.000	1.042	0.371	0.277	1.136	1.274	Adult115	data
510486.414	511083.036	599.989	1526.758	853.183	0.000	0.000	1.042	0.470	0.688	1.360	3.225	Adult115	data
511096.364	511246.298	153.281	1557.396	860.782	0.000	0.000	1.042	0.598	0.503	1.216	2.612	Adult115	data
511256.379	511432.963	179.942	1582.476	877.681	0.000	0.000	1.042	0.504	0.535	1.599	1.636	Adult115	data
511479.658	512462.829	986.529	961.624	514.091	0.000	0.000	1.042	0.344	0.304	1.150	1.172	Adult115	data
512512.761	513459.319	949.920	415.560	305.174	0.000	0.000	1.042	0.296	0.344	1.040	1.421	Adult115	data
513512.642	514315.837	806.552	971.761	482.528	0.000	0.000	1.042	0.456	0.417	1.430	3.135	Adult115	data
514335.866	514552.470	219.968	948.721	517.603	0.000	0.000	1.042	0.359	0.251	0.801	0.902	Adult115	data
514605.858	514819.178	216.565	1460.377	343.503	0.000	0.000	1.042	0.373	0.405	1.149	1.158	Adult115	data
514842.468	515472.338	633.236	1546.637	249.481	0.000	0.000	1.042	0.300	0.240	0.988	1.053	Adult115	data
515525.638	516435.574	913.294	990.699	489.575	0.000	0.000	1.042	0.430	0.627	1.508	2.788	Adult115	data
516478.912	516875.536	399.885	1527.109	768.057	0.000	0.000	1.042	0.896	2.716	2.191	5.082	Adult115	data
516885.501	517058.732	176.604	1553.892	840.594	0.000	0.000	1.042	0.383	0.262	0.878	0.917	Adult115	data
517075.417	517152.109	80.064	1527.111	812.460	0.000	0.000	1.042	1.061	1.477	1.398	2.680	Adult115	data
517165.447	517492.082	329.992	1580.700	849.263	0.000	0.000	1.042	0.434	0.413	0.887	2.482	Adult115	data
517545.385	517825.331	283.306	948.010	501.413	0.000	0.000	1.042	0.451	0.461	1.154	1.785	Adult115	data
517845.373	518495.181	653.163	990.684	487.241	0.000	0.000	1.042	0.471	0.454	2.040	1.792	Adult115	data
518535.268	518701.884	169.984	1502.572	740.277	0.000	0.000	1.042	1.131	2.373	2.066	3.462	Adult115	data
518708.511	518921.804	216.664	1526.974	805.677	0.000	0.000	1.042	0.736	1.219	1.677	2.720	Adult115	data
518938.503	519338.487	403.246	1574.101	860.191	0.000	0.000	1.042	0.398	0.318	1.342	1.509	Adult115	data
